type,title,date_added,release_year,rating,description
Movie,Recall,25-Jun-19,2018,TV-MA,"Struggling to move on from a heartbreaking loss, Mikey is drawn into a dangerous underworld robbery orchestrated by his unreliable stepbrother Dale."
TV Show,Rectify,04-Mar-17,2016,TV-MA,"Convicted of rape and murder at age 18, Daniel Holden spends nearly 20 years on death row until DNA evidence brings the verdict into question."
Movie,Red Christmas,11-Dec-17,2016,TV-MA,A family Christmas gathering at an isolated Australian estate turns into the holiday from hell after a mysterious stranger turns up at the door.
Movie,Red Dawn,31-Dec-19,1984,PG-13,A group of teenagers witnesses Soviet and Cuban paratroopers descending on their small Colorado town and systematically setting off World War III.
Movie,Red Oleanders Raktokarobi,15-Sep-18,2017,TV-14,"When a theater group stages a production of a Rabindranath Tagore play, they begin to notice parallels between the story and their own lives."
Movie,Red Trees,24-Mar-18,2017,TV-PG,"A documentarian details her Jewish family's escape from Nazi-occupied Prague to refuge in Brazil, where her father built a life as an architect."
TV Show,Red vs. Blue,,2015,NR,"This parody of first-person shooter games, military life and science-fiction films centers on a civil war fought in the middle of a desolate canyon."
Movie,Refugee,10-Mar-17,2016,TV-PG,Five acclaimed photographers travel the world to provide detailed insight into the difficult conditions faced by refugees who dream of a better life.
Movie,Regatta,09-May-19,2015,TV-MA,Inside one of Cairo's most impoverished areas exists a place where criminals control everything and everyone.
TV Show,Reggie Yates Outside Man," December 15, 2017",2017,TV-MA,"Award-winning filmmaker Reggie Yates travels around the world tackling big issues such as gun violence, racism, gay rights and addiction."
Movie,Reincarnated,13-Jun-16,2012,R,"Vice magazine's Andy Capper follows rapper Snoop Dogg on a pilgrimage to Jamaica, where he rechristens himself Snoop Lion, a reggae artist."
Movie,Rembat,21-Aug-17,2015,TV-PG,"Two huge soccer fans must go on a rambunctious road trip to fix a big match between Malaysia and Thailand, or they'll draw the ire of a loan shark."
Movie,Remember,26-Jul-18,2015,R,"Following the written instructions of his friend, senile Zev crosses the country to find and murder the Nazi who killed their families in Auschwitz."
Movie,Remember Me,01-Aug-20,2010,PG-13,"Tyler's still feeling lost following the tragedy that's strained his relationship with his father when he meets Ally, a girl who understands his pain."
Movie,Rememory,01-Jun-20,2017,PG-13,"A psychologist is murdered after unveiling a breakthrough invention that extracts memories, spurring a fixated former patient to hunt for answers."
TV Show,Republic of Doyle,28-May-20,2014,TV-14,A pair of father and son private investigators tries to keep their combustible personal lives in check while tackling an intriguing array of cases.
Movie,Resident Evil: Afterlife,01-Jan-20,2010,R,"The Undead Apocalypse continues as super-soldier Alice finds her way to a supposed sanctuary in Los Angeles, which may just be a deadly trap."
Movie,Residente,01-Jan-18,2017,TV-MA,The results of a DNA test spur Puerto Rican rap icon Residente to set out on a global voyage in search of his roots and fresh musical inspiration.
Movie,Restless Creature: Wendy Whelan,26-Sep-17,2016,TV-MA,"After 30 years with the New York City Ballet, celebrated dancer Wendy Whelan redefines herself as an artist in a new stage of life."
Movie,Return To The 36th Chamber,16-Aug-18,1980,R,"When thugs prey upon innocent factory workers, a small-time scammer trains for revenge by studying the moves of Shaolin temple monks."
Movie,Revelations,01-Mar-17,2016,NR,"After four years together, a husband and wife become entangled in secret, sexually charged relationships that threaten to unravel their marriage."
TV Show,Revenge,02-May-19,2017,TV-MA,"After a mother and her daughter are gang-raped by seven men, the daughter suffers a mental breakdown, and the single mom sets out to get revenge."
Movie,Revenge of the Green Dragons,21-Jul-18,2014,R,"In gritty 1980s New York, two Chinese immigrant boys rise through the ranks of the infamous Green Dragons gang, where they're trained to kill."
TV Show,Revolting Rhymes,01-Feb-18,2017,TV-PG,Popular fairy tales take on a darkly comic edge in these short animated films based on a book by Roald Dahl and illustrator Quentin Blake.
Movie,Revolutionary Road,01-Nov-19,2008,R,"April and Frank's marriage unravels when a plan to change their ""perfect"" lives becomes their last hope to escape lives engulfed in emptiness."
Movie,Rezeta,03-Dec-16,2012,NR,"Gorgeous and free-spirited Albanian model Rezeta arrives in Mexico City, and soon uses her charms to take up a carefree new life in the metropolis."
TV Show,"Rica, Famosa, Latina",26-Apr-19,2016,TV-MA,"This reality series follows the lives of a group of wealthy, successful Latina women in Los Angeles."
Movie,Righteous Kill,01-Jun-19,2008,R,"Two detectives investigate a rash of vigilante killings linked to an old case, suggesting they might have put an innocent man behind bars."
Movie,Ringan,01-May-18,2015,TV-14,"Desperate to save his land, an indebted farmer journeys to Pandharpur to seek divine blessing with his small son, who searches for his mother."
TV Show,Ripper Street,08-Sep-17,2017,TV-MA,"It's been six months since the last Jack the Ripper killing, and East London is hopeful that his reign of terror might have run its course."
Movie,Rise of the Zombie,15-Dec-17,2013,TV-MA,"A heartbroken wildlife photographer throws himself into his work, only to find himself experiencing strange transformations."
TV Show,Rishta.com,15-Mar-18,2010,TV-14,Partners at an Indian matrimonial agency face endlessly challenging and often impossible demands as they help clients make the perfect match.
Movie,Rivaaz,01-Nov-17,2011,TV-MA,"In a village where girls are auctioned off rather than married, a man falls in love with a girl who is about to face the bidders."
Movie,Road to Sangam,31-Dec-19,2010,TV-14,"As communal violence erupts in his neighborhood, a Muslim mechanic presses forward to repair a historic truck that will transport Gandhi’s last remains."
Movie,Road to Yesterday,01-Jul-16,2015,TV-14,"Their marriage failing, Victoria and Izu try to reconnect during a road trip. But bringing long-repressed secrets to light threatens yet more discord."
Movie,Roberto Saviano: Writing Under Police Protection,01-May-18,2016,TV-14,"Italian TV host Pif revisits Roberto Saviano, who's been living under protection since publishing ""Gomorrah,"" his exposé on organized crime in Naples."
Movie,Robin Hood: The Rebellion,01-May-19,2018,TV-14,"When the Sheriff of Nottingham takes his beloved captive, Robin Hood embarks on a daring rescue mission at the tyrant's castle."
TV Show,Robotech,01-Oct-16,1985,TV-MA,"When a mysterious spaceship crashes in the Pacific, the people of Earth work to master the science of robotechnology and rebuild the giant fortress."
Movie,Rocky,01-Aug-19,1976,PG,"Sylvester Stallone shot to fame as Rocky Balboa, an unknown fighter who's given a shot at fighting world champ Apollo Creed as a publicity stunt."
Movie,Rocky II,01-Aug-19,1979,PG,"Featuring a rousing climax, this engaging sequel finds boxer Rocky Balboa returning to the ring for a rematch against reigning champ Apollo Creed."
Movie,Rocky III,01-Aug-19,1982,PG,"After taking a pounding from a powerful young fighter, humbled world champ Rocky Balboa turns to ex-rival Apollo Creed for help in regaining his form."
Movie,Rocky IV,01-Aug-19,1985,PG,"Rocky Balboa takes on the Cold War, coming out of retirement to battle a Soviet fighter who pulverized Rocky's friend and former rival, Apollo Creed."
Movie,Rocky V,01-Aug-19,1990,PG-13,"Inspired by the memory of his trainer, a broke and seemingly careerless Rocky finds glory in training and takes on an up-and-coming boxer."
Movie,Roger Corman's Death Race 2050,17-Jan-17,2017,R,"In this dystopian sequel, kills equal points in a violently gory annual cross-country road race sponsored by the United Corporations of America."
Movie,Roh's Beauty,19-Apr-19,2014,TV-MA,"Hoping to earn money to support her son, a single mother sings in a nightclub, where danger lurks around every corner."
Movie,Roll Red Roll,08-Aug-19,2018,TV-MA,"This compelling documentary follows the 2012 Steubenville, Ohio rape case, putting social media and high school football culture in the spotlight."
Movie,Rolling Papers,08-Sep-17,2015,TV-MA,"As the newspaper industry takes a hit, The Denver Post breaks new ground with a section dedicated to cannabis culture."
Movie,Romeo Ranjha,01-Nov-17,2014,TV-14,"Two common boys travel from India to Thailand to find success and money, enjoying their friendship and finding ways to cheat the cheats."
Movie,Room,19-Jul-18,2015,R,"Kidnapped, confined to a tiny room and raped, a young woman gives birth to a son. When he reaches his fifth birthday, she begins plotting an escape."
Movie,Room for Rent,01-Mar-19,2017,TV-MA,"To save his parents’ home, a lottery-squandering 32-year-old man sublets a room to a disarmingly creepy tenant."
Movie,Room on the Broom,01-Jul-19,2012,TV-Y7,"A gentle witch with a ginger braid offers rides to a variety of animals on her increasingly crowded broom, much to her grumpy cat's chagrin."
TV Show,Roonpi Secret Love,21-Jun-19,2016,TV-14,High school senior Belle pursues a shy junior boy. Dog-phobic Emma meets a handsome veterinary student. Baking blogger Mielle falls for her critic.
Movie,Roots,01-Nov-17,2016,TV-PG,This documentary explores the rich heritage of Indian classical music and the reasons behind its modern decline in popularity.
Movie,Rosemary's Baby,01-Nov-19,1968,R,"A woman is thrilled to find out she's pregnant. But as her belly grows, the more certain she becomes that her unborn child is in serious danger."
Movie,Rounders,01-Nov-19,1998,R,"A law student befriends and ""befoes"" a fellow gambling addict and a club owner, and tensions run high when they must come up with $15k in just 5 days."
TV Show,Royal Pains," May 18, 2017",2016,TV-PG,Dr. Hank Lawson unexpectedly gets a career upgrade as a freelance physician treating New York's aristocratic upper crust in their posh Hamptons homes.
TV Show,Rubi,31-Dec-17,2004,TV-PG,"Ruby, jealous of her wealthy best friend Maribel, cooks up a scheme to marry a millionaire. Hector, Maribel's boyfriend, is her target."
Movie,Rukh,01-Apr-18,2017,TV-MA,"Following the untimely death of his father, a young man begins to reconnect with his family while uncovering some difficult truths."
Movie,Rumble,15-Sep-17,2016,TV-MA,"An ex-MMA champion reduced to fixing fights in Mexico must win one last match to save his girlfriend, who's been kidnapped by the mob."
Movie,Rumble in the Bronx,01-Nov-19,1995,R,"During a visit to the Bronx to help out at his uncle's store, a cheerful martial arts expert springs into action when a gang terrorizes the shop."
Movie,Rumor Has It,01-Aug-19,2005,PG-13,"When Sarah travels to California for her sister's wedding, she hears a rumor that her family was the real-life inspiration for ""The Graduate."""
Movie,Run,01-Mar-18,2004,TV-14,Siddharth falls in love with beautiful Jhanvi. But Jhanvi's brother Ganpat is overly possessive – and determined to destroy their relationship.
Movie,Runaway Bride,01-Dec-20,1999,PG,"Sparks fly when a newspaper columnist writes a one-sided, sexist story about a commitment-phobic bride who abandoned three men at the altar."
